ID,Fecha,Año,Mes,País,Región,Sector,Tamaño_Empresa,Empleados,Certificación,Tipo_Residuo,Estrategia_Circular,Residuos_Generados_Ton,Residuos_Recuperados_Ton,Residuos_Dispuestos_Ton,Tasa_Recuperación_Pct,CO2_Evitado_TonCO2eq,Agua_Ahorrada_m3,Energía_Ahorrada_MWh,Inversión_USD,Ingresos_Circular_USD,Empleos_Creados,ROI_Pct,Índice_Circularidad
955,2020-02-05,2020,2,Argentina,Norte,Metales,Grande (250+),1507,Cradle to Cradle,Vidrio,Upcycling,427.26,411.83,15.43,96.39,231.57,3163.48,1792.01,118617.39,182666.85,44,54.0,1.4
956,2024-04-20,2024,4,España,Norte,Metales,Mediana (50-249),76,B Corp,Residuos Orgánicos,Co-procesamiento,759.5,213.26,546.24,28.08,519.84,2096.96,1217.36,89923.2,130839.9,48,45.5,2.6
957,2020-03-01,2020,3,Uruguay,Oeste,Papel y Cartón,Pequeña (10-49),22,Cradle to Cradle,Papel/Cartón,Upcycling,1806.78,769.01,1037.77,42.56,474.9,5053.69,2558.21,160930.86,471966.22,37,193.27,7.6
958,2019-05-17,2019,5,Ecuador,Oeste,Textil,Mediana (50-249),224,EMAS,Vidrio,Reparación,4203.89,2477.33,1726.56,58.93,4009.03,34566.33,1456.86,232847.84,678359.91,0,191.33,7.9
959,2022-05-20,2022,5,Perú,Oeste,Construcción,Pequeña (10-49),27,ISO 14001 + B Corp,Madera,Remanufactura,3511.44,1199.84,2311.6,34.17,1487.45,12456.85,2039.35,438946.43,1195357.67,26,172.32,9.3
960,2019-07-03,2019,7,Uruguay,Sur,Plásticos,Mediana (50-249),123,Cradle to Cradle,Metal,Compostaje,4429.68,2092.78,2336.9,47.24,1013.27,26010.19,3146.83,327405.79,726223.32,10,121.81,1.6
961,2022-04-14,2022,4,Brasil,Centro,Textil,Mediana (50-249),160,EMAS,Residuos Orgánicos,Compostaje,1225.6,884.07,341.53,72.13,1845.23,9033.13,1584.88,311589.07,433101.62,48,39.0,1.7
962,2020-12-04,2020,12,Chile,Sur,Alimentos,Mediana (50-249),95,ISO 14001,Químico Peligroso,Reutilización,1119.06,693.68,425.38,61.99,1507.32,1448.91,3332.59,425982.16,499825.57,10,17.33,2.4
963,2023-03-28,2023,3,Colombia,Este,Construcción,Micro (<10),6,B Corp,Electrónicos (RAEE),Reparación,2180.02,1145.34,1034.68,52.54,1602.23,7925.47,8248.99,52886.62,118918.07,33,124.85,1.5
964,2020-10-17,2020,10,Chile,Oeste,Electrónica,Micro (<10),7,ISO 14001 + B Corp,Metal,Reutilización,4578.25,2693.41,1884.84,58.83,4590.16,21509.47,18151.73,260869.71,737691.32,24,182.78,3.8
965,2019-10-05,2019,10,España,Sur,Alimentos,Pequeña (10-49),49,EMAS,Textil,Compostaje,3575.72,1931.51,1644.21,54.02,1194.88,4855.62,3617.07,153513.5,106214.69,18,-30.81,3.0
966,2023-08-05,2023,8,España,Oeste,Electrónica,Micro (<10),9,ISO 14001,Construcción,Economía de Producto como Servicio,4127.78,2133.55,1994.23,51.69,3500.52,31333.99,5510.19,345636.69,272916.54,10,-21.04,5.9
967,2024-01-02,2024,1,México,Sur,Textil,Grande (250+),1908,ISO 14001,Textil,Digestión Anaeróbica,31.89,29.67,2.22,93.04,57.73,260.5,57.87,198618.8,619473.07,0,211.89,2.6
968,2024-03-14,2024,3,Argentina,Centro,Químicos,Micro (<10),7,EMAS,Vidrio,Economía de Producto como Servicio,4213.04,2866.71,1346.33,68.04,5022.38,26148.68,14580.04,30761.01,52119.08,44,69.43,4.9
969,2023-07-22,2023,7,Argentina,Centro,Textil,Pequeña (10-49),35,ISO 14001 + B Corp,Metal,Economía de Producto como Servicio,3949.07,3746.07,203.0,94.86,2891.51,30078.34,27162.61,42567.59,64220.34,7,50.87,5.1
970,2020-03-22,2020,3,Argentina,Norte,Papel y Cartón,Micro (<10),4,ISO 14001,Químico Peligroso,Reparación,2531.68,816.07,1715.61,32.23,1860.76,9122.11,1340.52,336840.42,1026503.0,46,204.74,7.6
971,2022-07-04,2022,7,España,Oeste,Químicos,Micro (<10),9,Ninguna,Construcción,Remanufactura,3254.96,1723.64,1531.32,52.95,2902.83,11200.49,8385.52,4130.7,13204.04,34,219.66,3.4
972,2022-09-23,2022,9,España,Norte,Alimentos,Grande (250+),1633,Ninguna,Metal,Co-procesamiento,557.79,533.55,24.24,95.65,651.89,6946.07,2840.83,270967.87,378467.8,42,39.67,1.1
973,2020-10-28,2020,10,Colombia,Oeste,Papel y Cartón,Grande (250+),1483,Cradle to Cradle,Textil,Remanufactura,1772.74,1501.44,271.3,84.7,907.48,11337.28,4219.59,254107.67,558150.85,10,119.65,3.5
974,2019-08-09,2019,8,Brasil,Centro,Manufactura,Pequeña (10-49),41,Cradle to Cradle,Construcción,Reparación,3138.87,977.2,2161.67,31.13,1620.35,7046.78,7733.04,152951.89,427257.27,36,179.34,1.0
975,2024-10-28,2024,10,Paraguay,Este,Metales,Mediana (50-249),112,Cradle to Cradle,Papel/Cartón,Co-procesamiento,2857.04,1475.35,1381.69,51.64,686.91,12352.07,9619.96,401189.35,1219992.61,7,204.09,8.6
976,2023-09-01,2023,9,Ecuador,Este,Plásticos,Micro (<10),3,Ninguna,Vidrio,Digestión Anaeróbica,1329.78,593.76,736.02,44.65,1213.13,2226.59,3146.97,403295.57,1261312.88,20,212.75,4.6
977,2019-01-27,2019,1,Uruguay,Centro,Manufactura,Mediana (50-249),220,Cradle to Cradle,Textil,Digestión Anaeróbica,2724.1,1119.7,1604.4,41.1,2389.26,7099.67,1436.36,111498.32,241822.67,34,116.88,1.4
978,2024-08-09,2024,8,Uruguay,Centro,Electrónica,Pequeña (10-49),10,Cradle to Cradle,Químico Peligroso,Economía de Producto como Servicio,4167.87,3250.69,917.18,77.99,1733.17,20131.67,25621.48,119044.64,112870.03,28,-5.19,2.9
979,2019-06-13,2019,6,Perú,Sur,Papel y Cartón,Mediana (50-249),195,B Corp,Textil,Reciclaje,1467.46,932.14,535.32,63.52,1853.06,3809.06,3530.07,271139.79,822641.43,18,203.4,5.5
980,2024-01-01,2024,1,Uruguay,Oeste,Manufactura,Grande (250+),1469,ISO 50001,Plástico,Economía de Producto como Servicio,569.43,447.06,122.37,78.51,554.8,6033.3,635.52,116232.17,378545.16,19,225.68,9.4
981,2021-03-10,2021,3,Brasil,Oeste,Metales,Grande (250+),1823,Cradle to Cradle,Papel/Cartón,Remanufactura,4700.29,2325.27,2375.02,49.47,4725.59,7444.63,6806.19,172752.3,395960.29,30,129.21,2.6
982,2024-11-22,2024,11,Colombia,Sur,Construcción,Mediana (50-249),202,ISO 50001,Madera,Reutilización,1478.0,1209.95,268.05,81.86,1051.4,6834.51,8779.09,152483.42,208249.83,50,36.57,6.4
983,2022-02-05,2022,2,Perú,Norte,Agroindustria,Pequeña (10-49),35,EMAS,Plástico,Upcycling,1440.91,1107.12,333.79,76.83,863.5,4145.09,7436.24,449835.94,300971.64,47,-33.09,2.7
984,2022-03-14,2022,3,España,Oeste,Construcción,Pequeña (10-49),20,B Corp,Construcción,Upcycling,3863.14,2387.95,1475.19,61.81,3582.57,11524.58,7399.75,161171.52,407009.71,35,152.53,7.0
985,2023-06-16,2023,6,Colombia,Norte,Plásticos,Micro (<10),2,Ninguna,Metal,Remanufactura,1844.38,489.77,1354.61,26.55,218.65,2956.17,436.72,425988.06,273267.43,19,-35.85,3.8
986,2021-08-28,2021,8,Uruguay,Sur,Textil,Mediana (50-249),116,ISO 14001 + B Corp,Electrónicos (RAEE),Upcycling,2646.98,2064.15,582.83,77.98,3944.48,6220.98,13253.97,231160.81,362742.48,19,56.92,8.6
987,2023-01-08,2023,1,Paraguay,Centro,Textil,Pequeña (10-49),37,Ninguna,Residuos Orgánicos,Remanufactura,980.2,601.14,379.06,61.33,737.5,7993.32,610.07,101318.58,301574.23,33,197.65,5.3
988,2022-09-16,2022,9,Ecuador,Sur,Agroindustria,Mediana (50-249),133,ISO 14001 + B Corp,Químico Peligroso,Reciclaje,985.51,416.37,569.14,42.25,633.16,1658.56,2345.01,157417.01,136430.4,44,-13.33,6.9
989,2023-02-12,2023,2,Perú,Centro,Textil,Micro (<10),3,ISO 14001,Construcción,Economía de Producto como Servicio,2127.15,1219.12,908.03,57.31,1150.34,16136.65,5149.84,367875.11,672504.85,24,82.81,9.4
990,2023-05-13,2023,5,Chile,Centro,Textil,Pequeña (10-49),17,Cradle to Cradle,Vidrio,Digestión Anaeróbica,3147.38,1685.14,1462.24,53.54,4107.82,10295.6,8546.92,287982.67,826766.52,44,187.09,6.4
991,2024-12-11,2024,12,Perú,Sur,Metales,Micro (<10),7,Cradle to Cradle,Vidrio,Intercambio Industrial,822.81,616.56,206.25,74.93,917.85,4334.16,2722.42,452396.45,457193.46,18,1.06,8.0
992,2023-06-27,2023,6,Chile,Sur,Alimentos,Mediana (50-249),86,Ninguna,Madera,Co-procesamiento,3876.78,2257.9,1618.88,58.24,3832.2,20792.32,13901.33,64082.79,131686.17,7,105.49,5.0
993,2021-09-18,2021,9,Paraguay,Sur,Metales,Micro (<10),5,ISO 14001 + B Corp,Químico Peligroso,Intercambio Industrial,941.72,635.27,306.45,67.46,1392.34,8660.4,2519.43,463188.9,1274620.95,33,175.18,1.9
994,2023-02-03,2023,2,Chile,Oeste,Textil,Pequeña (10-49),46,Cradle to Cradle,Textil,Co-procesamiento,915.21,338.41,576.8,36.98,123.62,2920.55,1036.51,217774.3,459313.91,49,110.91,9.9
995,2019-12-26,2019,12,Uruguay,Norte,Químicos,Mediana (50-249),130,Cradle to Cradle,Plástico,Reparación,3087.89,2826.03,261.86,91.52,6854.13,31713.22,14771.84,84295.06,68793.07,29,-18.39,6.0
996,2019-11-27,2019,11,Brasil,Este,Papel y Cartón,Pequeña (10-49),22,ISO 14001 + B Corp,Madera,Upcycling,3286.68,2565.98,720.7,78.07,3809.49,4564.91,15176.08,480631.22,257457.9,42,-46.43,4.6
997,2023-03-28,2023,3,España,Sur,Construcción,Micro (<10),1,ISO 14001,Madera,Upcycling,2869.66,1635.6,1234.06,57.0,974.3,21578.28,5105.87,122431.31,217900.27,36,77.98,5.8
998,2020-05-07,2020,5,España,Norte,Químicos,Mediana (50-249),162,EMAS,Plástico,Reutilización,3574.6,1290.92,2283.68,36.11,585.17,7918.36,7395.29,393721.88,782942.75,24,98.86,3.0
999,2020-10-02,2020,10,Perú,Este,Químicos,Pequeña (10-49),38,ISO 50001,Madera,Digestión Anaeróbica,3523.05,2426.58,1096.47,68.88,3635.06,35593.74,18986.27,420935.52,753729.42,23,79.06,1.8
1000,2021-06-26,2021,6,Perú,Sur,Papel y Cartón,Grande (250+),622,Cradle to Cradle,Textil,Upcycling,4386.72,1223.83,3162.89,27.9,1148.43,8326.91,6842.83,22251.08,20072.07,32,-9.79,5.1
1001,2021-04-10,2021,4,Colombia,Norte,Químicos,Grande (250+),669,Ninguna,Madera,Digestión Anaeróbica,889.56,234.95,654.61,26.41,487.74,1165.76,1557.13,341795.87,249384.59,6,-27.04,4.0
1002,2020-11-18,2020,11,Chile,Norte,Papel y Cartón,Mediana (50-249),212,ISO 14001,Papel/Cartón,Reutilización,2736.58,836.27,1900.31,30.56,2054.12,1347.8,1313.22,210429.51,371757.83,32,76.67,7.1
1003,2020-01-19,2020,1,Uruguay,Este,Construcción,Pequeña (10-49),46,Cradle to Cradle,Químico Peligroso,Intercambio Industrial,2061.75,1694.52,367.23,82.19,2068.09,11740.96,9682.14,430421.24,1066509.33,38,147.78,5.6
1004,2021-02-28,2021,2,Chile,Este,Alimentos,Mediana (50-249),55,ISO 14001 + B Corp,Químico Peligroso,Co-procesamiento,3536.02,2999.62,536.4,84.83,5960.91,26270.99,21584.29,68756.61,135648.54,29,97.29,9.7
1005,2024-01-07,2024,1,Ecuador,Este,Químicos,Grande (250+),1749,ISO 14001 + B Corp,Plástico,Reciclaje,1528.81,554.11,974.7,36.24,780.48,4741.35,547.21,247215.42,530309.25,28,114.51,3.1
1006,2019-04-23,2019,4,Brasil,Este,Electrónica,Micro (<10),1,ISO 14001 + B Corp,Construcción,Co-procesamiento,47.1,9.88,37.22,20.98,22.81,140.47,30.81,256812.89,619110.85,26,141.07,4.6
1007,2020-02-20,2020,2,Perú,Sur,Electrónica,Mediana (50-249),230,ISO 14001,Metal,Reutilización,179.08,126.94,52.14,70.88,163.81,419.96,319.12,140469.74,78528.31,45,-44.1,1.9
1008,2024-02-02,2024,2,Argentina,Centro,Agroindustria,Pequeña (10-49),47,ISO 14001 + B Corp,Papel/Cartón,Remanufactura,3108.81,2354.54,754.27,75.74,2309.91,33879.82,17487.11,72954.99,97113.56,29,33.11,6.0
1009,2020-06-03,2020,6,Colombia,Sur,Papel y Cartón,Grande (250+),454,ISO 50001,Papel/Cartón,Intercambio Industrial,4959.32,4248.88,710.44,85.67,8691.48,17014.85,2570.21,416358.48,1074909.21,43,158.17,2.0
1010,2022-02-23,2022,2,Paraguay,Centro,Manufactura,Mediana (50-249),202,Ninguna,Residuos Orgánicos,Upcycling,1910.51,457.0,1453.51,23.92,149.16,4055.01,1766.25,326746.06,218355.13,9,-33.17,8.0
1011,2020-07-18,2020,7,Argentina,Este,Papel y Cartón,Micro (<10),1,Cradle to Cradle,Textil,Compostaje,2919.04,606.52,2312.52,20.78,802.22,5862.84,439.84,48794.07,60025.73,21,23.02,6.5
1012,2019-04-18,2019,4,España,Norte,Textil,Pequeña (10-49),26,ISO 50001,Residuos Orgánicos,Co-procesamiento,4065.92,2609.38,1456.54,64.18,5049.51,20562.67,2783.63,195533.93,181378.28,7,-7.24,8.0
1013,2022-01-15,2022,1,Brasil,Norte,Construcción,Pequeña (10-49),21,Cradle to Cradle,Construcción,Reciclaje,1287.89,503.57,784.32,39.1,210.67,7406.51,3367.82,380028.56,524214.16,50,37.94,1.8
1014,2021-02-05,2021,2,Brasil,Centro,Manufactura,Pequeña (10-49),34,ISO 50001,Metal,Remanufactura,4771.98,4355.92,416.06,91.28,7672.96,7534.6,11050.88,371212.0,682374.08,30,83.82,2.9
1015,2022-07-03,2022,7,Colombia,Sur,Papel y Cartón,Micro (<10),6,ISO 50001,Electrónicos (RAEE),Remanufactura,3259.47,2184.13,1075.34,67.01,2097.28,19705.4,16989.99,338886.49,444295.5,22,31.1,2.0
1016,2023-02-06,2023,2,México,Centro,Agroindustria,Micro (<10),5,EMAS,Plástico,Reciclaje,4028.09,2503.8,1524.29,62.16,2979.84,29358.43,6613.83,303718.5,640111.61,26,110.76,8.1
1017,2019-09-17,2019,9,Ecuador,Norte,Papel y Cartón,Grande (250+),1254,Ninguna,Metal,Upcycling,1349.83,750.27,599.56,55.58,264.09,8713.8,2841.58,329017.25,1128287.3,36,242.93,3.6
1018,2022-10-24,2022,10,Paraguay,Norte,Agroindustria,Mediana (50-249),133,ISO 14001,Plástico,Digestión Anaeróbica,3631.87,2225.2,1406.67,61.27,4700.81,30185.74,17375.79,197126.02,667437.8,40,238.58,3.5
1019,2020-02-08,2020,2,Chile,Centro,Químicos,Grande (250+),1770,ISO 14001,Textil,Reparación,2872.55,1757.06,1115.49,61.17,1758.53,12875.49,2829.32,427985.8,429919.28,10,0.45,2.3
1020,2019-01-01,2019,1,México,Sur,Plásticos,Pequeña (10-49),10,ISO 14001 + B Corp,Electrónicos (RAEE),Reutilización,95.78,57.93,37.85,60.48,49.07,315.01,339.32,202249.76,246303.42,7,21.78,6.1
1021,2019-10-28,2019,10,Paraguay,Norte,Construcción,Micro (<10),9,Ninguna,Plástico,Reparación,4252.72,2125.92,2126.8,49.99,4159.43,21205.99,14143.75,70293.0,139420.29,29,98.34,7.7
1022,2019-09-14,2019,9,Paraguay,Centro,Manufactura,Mediana (50-249),113,EMAS,Textil,Reutilización,2402.74,964.1,1438.64,40.13,808.76,2105.54,7144.17,408151.89,1394786.64,32,241.73,2.1
1023,2021-02-22,2021,2,España,Norte,Textil,Micro (<10),1,Cradle to Cradle,Construcción,Reciclaje,3022.62,2127.0,895.62,70.37,3887.02,12658.42,3321.12,287092.22,836749.68,9,191.46,8.2
1024,2021-07-14,2021,7,México,Sur,Construcción,Mediana (50-249),87,ISO 14001 + B Corp,Electrónicos (RAEE),Upcycling,154.71,69.76,84.95,45.09,165.72,676.49,165.88,291420.33,761236.79,25,161.22,1.5
1025,2024-09-03,2024,9,México,Sur,Químicos,Micro (<10),3,ISO 14001 + B Corp,Metal,Reparación,3445.15,1098.04,2347.11,31.87,662.23,4945.18,4228.04,461298.8,630576.04,0,36.7,5.8
1026,2020-06-21,2020,6,Ecuador,Oeste,Construcción,Mediana (50-249),74,ISO 50001,Construcción,Reparación,4854.84,2529.55,2325.29,52.1,1647.98,35571.68,7799.38,227762.47,119635.38,5,-47.47,6.0
1027,2019-11-06,2019,11,Colombia,Oeste,Químicos,Micro (<10),1,B Corp,Electrónicos (RAEE),Reciclaje,3932.58,3775.87,156.71,96.02,4006.55,6576.19,20735.91,446234.88,376295.05,2,-15.67,3.0
1028,2023-04-17,2023,4,Chile,Sur,Papel y Cartón,Micro (<10),7,ISO 14001,Textil,Reutilización,720.9,192.91,527.99,26.76,95.96,2578.48,1409.27,101051.41,324601.24,36,221.22,2.1
1029,2022-06-08,2022,6,Chile,Oeste,Químicos,Grande (250+),1108,B Corp,Electrónicos (RAEE),Reutilización,4778.82,3833.02,945.8,80.21,7310.06,56126.82,9349.18,191536.0,122201.98,19,-36.2,9.9
1030,2019-06-16,2019,6,Chile,Sur,Papel y Cartón,Micro (<10),9,EMAS,Residuos Orgánicos,Reciclaje,3597.3,2960.11,637.19,82.29,7289.8,42964.59,8342.94,422826.8,540549.79,22,27.84,10.0
1031,2022-11-06,2022,11,Ecuador,Sur,Agroindustria,Micro (<10),7,B Corp,Metal,Remanufactura,1974.23,1914.52,59.71,96.98,2719.87,24771.22,11060.07,194326.0,301836.31,44,55.32,9.9
1032,2023-05-16,2023,5,Paraguay,Este,Metales,Grande (250+),1408,Cradle to Cradle,Textil,Economía de Producto como Servicio,2338.07,614.46,1723.61,26.28,400.15,1420.15,1264.38,8507.32,14788.64,6,73.83,5.4
1033,2020-05-02,2020,5,Chile,Este,Agroindustria,Mediana (50-249),204,ISO 14001 + B Corp,Metal,Upcycling,1539.66,811.46,728.2,52.7,1562.57,5362.49,1332.99,56120.96,42687.96,50,-23.94,7.8
1034,2024-12-09,2024,12,Colombia,Oeste,Plásticos,Pequeña (10-49),15,ISO 14001,Papel/Cartón,Intercambio Industrial,4006.14,2809.9,1196.24,70.14,1386.6,8908.18,15536.93,306617.1,865374.7,34,182.23,5.2
1035,2021-09-28,2021,9,México,Centro,Papel y Cartón,Pequeña (10-49),26,EMAS,Vidrio,Reparación,4320.68,3581.44,739.24,82.89,6779.07,30912.03,9237.27,400884.0,846074.11,25,111.05,4.1
1036,2021-04-22,2021,4,España,Este,Construcción,Micro (<10),9,ISO 50001,Residuos Orgánicos,Compostaje,3750.01,990.62,2759.39,26.42,1879.86,4790.95,713.06,354408.3,231383.65,39,-34.71,9.5
1037,2020-03-02,2020,3,Uruguay,Norte,Agroindustria,Grande (250+),277,ISO 14001,Plástico,Economía de Producto como Servicio,4997.52,1785.53,3211.99,35.73,2871.64,15954.15,8823.55,302591.02,1020911.56,5,237.39,2.9
1038,2023-08-25,2023,8,Uruguay,Norte,Construcción,Grande (250+),354,B Corp,Vidrio,Reciclaje,3262.9,1708.63,1554.27,52.37,3447.13,4984.06,8931.96,194588.92,638628.88,48,228.19,7.5
1039,2021-06-01,2021,6,Chile,Centro,Construcción,Grande (250+),1634,ISO 14001 + B Corp,Madera,Reparación,3145.29,818.07,2327.22,26.01,1969.95,4990.07,2480.98,83658.59,71790.75,30,-14.19,8.8
1040,2023-01-23,2023,1,Uruguay,Oeste,Químicos,Pequeña (10-49),18,ISO 14001 + B Corp,Residuos Orgánicos,Co-procesamiento,1137.35,326.79,810.56,28.73,396.76,2372.87,1517.59,256480.87,727787.99,30,183.76,6.4
1041,2023-04-16,2023,4,Paraguay,Norte,Papel y Cartón,Grande (250+),1730,ISO 14001 + B Corp,Papel/Cartón,Co-procesamiento,1697.55,639.66,1057.89,37.68,821.51,4579.67,4461.43,449935.48,234381.44,18,-47.91,7.4
1042,2024-05-22,2024,5,Perú,Sur,Plásticos,Micro (<10),7,ISO 14001,Construcción,Economía de Producto como Servicio,4341.29,1525.71,2815.58,35.14,3035.66,6681.66,5285.76,93925.25,320363.4,7,241.08,9.9
1043,2024-08-01,2024,8,Paraguay,Oeste,Papel y Cartón,Grande (250+),362,EMAS,Químico Peligroso,Remanufactura,1947.72,1061.78,885.94,54.51,1913.12,2542.92,5466.13,60078.69,134227.36,23,123.42,7.6
1044,2019-04-07,2019,4,Brasil,Oeste,Electrónica,Micro (<10),2,ISO 14001,Metal,Digestión Anaeróbica,1823.07,1757.07,66.0,96.38,4218.69,18024.9,10984.02,446501.23,432937.52,13,-3.04,6.2
1045,2019-05-04,2019,5,Chile,Norte,Químicos,Micro (<10),2,ISO 50001,Papel/Cartón,Economía de Producto como Servicio,3694.26,2469.75,1224.51,66.85,5139.25,30846.29,7095.46,115087.95,108422.09,23,-5.79,4.3
1046,2021-04-10,2021,4,Ecuador,Centro,Papel y Cartón,Pequeña (10-49),41,ISO 50001,Papel/Cartón,Digestión Anaeróbica,2752.0,751.04,2000.96,27.29,763.71,9442.45,5335.0,138792.5,277030.77,16,99.6,8.3
1047,2021-12-25,2021,12,Brasil,Este,Construcción,Pequeña (10-49),47,Cradle to Cradle,Electrónicos (RAEE),Co-procesamiento,4572.4,1310.95,3261.45,28.67,1968.02,3317.83,5070.49,246846.97,721173.3,8,192.15,6.1
1048,2024-01-25,2024,1,Ecuador,Oeste,Construcción,Mediana (50-249),158,ISO 50001,Electrónicos (RAEE),Remanufactura,3358.88,2239.95,1118.93,66.69,1464.27,25566.23,1436.83,148522.27,204686.91,48,37.82,5.2
1049,2022-04-02,2022,4,Colombia,Norte,Manufactura,Grande (250+),1730,ISO 14001,Electrónicos (RAEE),Reciclaje,4135.42,2323.28,1812.14,56.18,2545.47,28749.13,14311.96,240861.49,839335.76,48,248.47,1.6
1050,2020-08-10,2020,8,España,Norte,Metales,Pequeña (10-49),31,Cradle to Cradle,Electrónicos (RAEE),Reparación,4107.58,3514.52,593.06,85.56,4945.49,20659.36,13856.49,91352.88,59327.45,36,-35.06,7.8
1051,2021-01-15,2021,1,Ecuador,Centro,Papel y Cartón,Pequeña (10-49),31,Cradle to Cradle,Metal,Co-procesamiento,2086.01,825.07,1260.94,39.55,266.19,8507.7,2746.95,104230.34,201654.9,4,93.47,5.9
1052,2020-09-14,2020,9,Brasil,Sur,Metales,Mediana (50-249),223,Cradle to Cradle,Textil,Compostaje,3611.57,3077.05,534.52,85.2,5034.79,21499.04,17042.75,16074.56,20731.98,33,28.97,2.6
1053,2024-09-27,2024,9,Perú,Norte,Plásticos,Micro (<10),7,EMAS,Vidrio,Reparación,3021.9,945.66,2076.24,31.29,699.82,6756.38,1067.23,452497.94,1035561.25,28,128.85,3.8
1054,2022-08-23,2022,8,Perú,Centro,Papel y Cartón,Grande (250+),1226,Cradle to Cradle,Construcción,Reutilización,1698.31,677.05,1021.26,39.87,853.04,1719.13,3915.7,14783.0,44253.22,33,199.35,2.9
1055,2020-11-05,2020,11,Brasil,Sur,Agroindustria,Pequeña (10-49),16,ISO 14001,Construcción,Upcycling,2413.32,682.98,1730.34,28.3,317.6,5309.93,2241.84,443616.61,788652.34,7,77.78,1.5
1056,2021-09-13,2021,9,Chile,Este,Agroindustria,Mediana (50-249),57,ISO 14001,Madera,Economía de Producto como Servicio,2887.74,1101.67,1786.07,38.15,1238.89,15632.65,7454.55,477721.6,250130.67,37,-47.64,7.7
1057,2021-08-27,2021,8,Paraguay,Oeste,Químicos,Mediana (50-249),99,ISO 50001,Residuos Orgánicos,Reciclaje,391.77,207.4,184.37,52.94,73.75,511.16,826.31,443642.52,247543.84,13,-44.2,9.0
1058,2020-03-14,2020,3,México,Sur,Plásticos,Mediana (50-249),160,Cradle to Cradle,Residuos Orgánicos,Reutilización,4176.48,1433.21,2743.27,34.32,3320.75,9439.01,3123.07,57453.1,168051.45,10,192.5,9.2
1059,2021-05-02,2021,5,México,Oeste,Químicos,Micro (<10),4,B Corp,Vidrio,Intercambio Industrial,785.59,371.46,414.13,47.28,706.8,4657.34,1718.12,55254.13,127685.08,47,131.09,2.4
1060,2022-04-12,2022,4,Uruguay,Norte,Agroindustria,Pequeña (10-49),31,Cradle to Cradle,Químico Peligroso,Reciclaje,3262.83,1412.16,1850.67,43.28,2823.32,17695.64,1336.25,415392.14,1103106.6,28,165.56,8.8
1061,2024-11-19,2024,11,Ecuador,Centro,Electrónica,Grande (250+),597,EMAS,Electrónicos (RAEE),Upcycling,1871.31,1034.95,836.36,55.31,311.78,13556.49,3892.83,408216.2,716863.39,31,75.61,1.4
1062,2019-06-25,2019,6,México,Sur,Construcción,Micro (<10),4,ISO 50001,Madera,Compostaje,4127.27,1788.96,2338.31,43.34,3739.76,17649.71,4644.49,271564.74,880306.76,37,224.16,9.6
1063,2019-01-05,2019,1,Argentina,Este,Textil,Pequeña (10-49),28,ISO 50001,Metal,Reutilización,4048.89,3670.63,378.26,90.66,7604.79,22554.95,28633.45,57647.53,181832.34,14,215.42,7.5
1064,2023-04-25,2023,4,México,Sur,Textil,Mediana (50-249),138,B Corp,Textil,Intercambio Industrial,3879.95,1359.32,2520.63,35.03,892.86,17633.54,4697.62,82442.48,146769.4,0,78.03,7.7
1065,2019-03-19,2019,3,Ecuador,Este,Textil,Mediana (50-249),112,ISO 14001 + B Corp,Plástico,Compostaje,292.37,236.37,56.0,80.85,461.63,1608.05,1727.29,306252.54,717967.5,3,134.44,4.6
1066,2019-01-13,2019,1,España,Sur,Metales,Mediana (50-249),83,EMAS,Construcción,Reparación,915.35,736.31,179.04,80.44,655.35,2027.98,1490.01,224620.22,531541.82,50,136.64,4.6
1067,2020-07-28,2020,7,España,Oeste,Textil,Mediana (50-249),158,ISO 50001,Plástico,Co-procesamiento,4754.2,2706.53,2047.67,56.93,1711.93,35228.56,14132.59,199922.27,329728.88,9,64.93,5.0
1068,2021-06-28,2021,6,Argentina,Centro,Manufactura,Pequeña (10-49),16,B Corp,Residuos Orgánicos,Intercambio Industrial,691.46,171.24,520.22,24.76,113.99,501.66,540.05,115905.58,173347.77,0,49.56,7.5
1069,2023-08-16,2023,8,Colombia,Norte,Construcción,Mediana (50-249),178,ISO 50001,Madera,Reciclaje,4587.04,2566.8,2020.24,55.96,1558.68,20002.71,20030.5,187806.51,511537.42,8,172.37,3.1
1070,2021-09-16,2021,9,Chile,Norte,Plásticos,Pequeña (10-49),37,B Corp,Químico Peligroso,Reciclaje,2465.73,1322.89,1142.84,53.65,2242.17,16798.65,2628.66,105275.83,126692.56,10,20.34,4.2
1071,2024-05-14,2024,5,Paraguay,Centro,Manufactura,Grande (250+),906,B Corp,Metal,Remanufactura,1378.31,1225.41,152.9,88.91,1266.82,10166.81,7821.68,367885.2,769326.84,47,109.12,7.3
1072,2021-07-16,2021,7,Uruguay,Centro,Agroindustria,Micro (<10),6,B Corp,Textil,Compostaje,631.02,413.89,217.13,65.59,277.4,2325.83,879.64,390289.59,1219533.08,47,212.47,2.5
1073,2023-03-12,2023,3,Colombia,Norte,Agroindustria,Micro (<10),4,ISO 14001 + B Corp,Metal,Remanufactura,3648.03,2618.11,1029.92,71.77,4446.56,9865.13,18645.98,150637.99,153094.9,26,1.63,8.9
1074,2021-10-19,2021,10,México,Norte,Construcción,Pequeña (10-49),36,EMAS,Metal,Compostaje,879.14,183.68,695.46,20.89,60.54,2016.67,667.0,85950.23,221826.56,2,158.09,3.4
